序号,时间/s,转速/rpm,扭矩/N·m,油门/%,电流/A,电压/V,电量/%,温度/℃
22508,2251.7,6000,60,0.6,40,300,0.6,60
22509,2251.8,2000,20,0.2,20,250,0.2,20
22510,2251.9,6000,60,0.6,40,300,0.6,60
22511,2252.0,2000,20,0.2,20,250,0.2,20
22512,2252.1,6000,60,0.6,40,300,0.6,60
22513,2252.2,2000,20,0.2,20,250,0.2,20
22514,2252.3,6000,60,0.6,40,300,0.6,60
22515,2252.4,2000,20,0.2,20,250,0.2,20
22516,2252.5,6000,60,0.6,40,300,0.6,60
22517,2252.6,2000,20,0.2,20,250,0.2,20
22518,2252.7,6000,60,0.6,40,300,0.6,60
22519,2252.8,2000,20,0.2,20,250,0.2,20
22520,2252.9,6000,60,0.6,40,300,0.6,60
22521,2253.0,2000,20,0.2,20,250,0.2,20
22522,2253.1,6000,60,0.6,40,300,0.6,60
22523,2253.2,2000,20,0.2,20,250,0.2,20
22524,2253.3,6000,60,0.6,40,300,0.6,60
22525,2253.4,2000,20,0.2,20,250,0.2,20
22526,2253.5,6000,60,0.6,40,300,0.6,60
22527,2253.6,2000,20,0.2,20,250,0.2,20
22528,2253.7,6000,60,0.6,40,300,0.6,60
22529,2253.8,2000,20,0.2,20,250,0.2,20
22530,2253.9,6000,60,0.6,40,300,0.6,60
22531,2254.0,2000,20,0.2,20,250,0.2,20
22532,2254.1,6000,60,0.6,40,300,0.6,60
22533,2254.2,2000,20,0.2,20,250,0.2,20
22534,2254.3,6000,60,0.6,40,300,0.6,60
22535,2254.4,2000,20,0.2,20,250,0.2,20
22536,2254.5,6000,60,0.6,40,300,0.6,60
22537,2254.6,2000,20,0.2,20,250,0.2,20
22538,2254.7,6000,60,0.6,40,300,0.6,60
22539,2254.8,2000,20,0.2,20,250,0.2,20
22540,2254.9,6000,60,0.6,40,300,0.6,60
22541,2255.0,2000,20,0.2,20,250,0.2,20
22542,2255.1,6000,60,0.6,40,300,0.6,60
22543,2255.2,2000,20,0.2,20,250,0.2,20
22544,2255.3,6000,60,0.6,40,300,0.6,60
22545,2255.4,2000,20,0.2,20,250,0.2,20
22546,2255.5,6000,60,0.6,40,300,0.6,60
22547,2255.6,2000,20,0.2,20,250,0.2,20
22548,2255.7,6000,60,0.6,40,300,0.6,60
22549,2255.8,2000,20,0.2,20,250,0.2,20
22550,2255.9,6000,60,0.6,40,300,0.6,60
22551,2256.0,2000,20,0.2,20,250,0.2,20
22552,2256.1,6000,60,0.6,40,300,0.6,60
22553,2256.2,2000,20,0.2,20,250,0.2,20
22554,2256.3,6000,60,0.6,40,300,0.6,60
22555,2256.4,2000,20,0.2,20,250,0.2,20
22556,2256.5,6000,60,0.6,40,300,0.6,60
22557,2256.6,2000,20,0.2,20,250,0.2,20
22558,2256.7,6000,60,0.6,40,300,0.6,60
22559,2256.8,2000,20,0.2,20,250,0.2,20
22560,2256.9,6000,60,0.6,40,300,0.6,60
22561,2257.0,2000,20,0.2,20,250,0.2,20
22562,2257.1,6000,60,0.6,40,300,0.6,60
22563,2257.2,2000,20,0.2,20,250,0.2,20
22564,2257.3,6000,60,0.6,40,300,0.6,60
22565,2257.4,2000,20,0.2,20,250,0.2,20
22566,2257.5,6000,60,0.6,40,300,0.6,60
22567,2257.6,2000,20,0.2,20,250,0.2,20
22568,2257.7,6000,60,0.6,40,300,0.6,60
22569,2257.8,2000,20,0.2,20,250,0.2,20
22570,2257.9,6000,60,0.6,40,300,0.6,60
22571,2258.0,2000,20,0.2,20,250,0.2,20
22572,2258.1,6000,60,0.6,40,300,0.6,60
22573,2258.2,2000,20,0.2,20,250,0.2,20
22574,2258.3,6000,60,0.6,40,300,0.6,60
22575,2258.4,2000,20,0.2,20,250,0.2,20
22576,2258.5,6000,60,0.6,40,300,0.6,60
22577,2258.6,2000,20,0.2,20,250,0.2,20
22578,2258.7,6000,60,0.6,40,300,0.6,60
22579,2258.8,2000,20,0.2,20,250,0.2,20
22580,2258.9,6000,60,0.6,40,300,0.6,60
22581,2259.0,2000,20,0.2,20,250,0.2,20
22582,2259.1,6000,60,0.6,40,300,0.6,60
22583,2259.2,2000,20,0.2,20,250,0.2,20
22584,2259.3,6000,60,0.6,40,300,0.6,60
22585,2259.4,2000,20,0.2,20,250,0.2,20
22586,2259.5,6000,60,0.6,40,300,0.6,60
22587,2259.6,2000,20,0.2,20,250,0.2,20
22588,2259.7,6000,60,0.6,40,300,0.6,60
22589,2259.8,2000,20,0.2,20,250,0.2,20
22590,2259.9,6000,60,0.6,40,300,0.6,60
22591,2260.0,2000,20,0.2,20,250,0.2,20
22592,2260.1,6000,60,0.6,40,300,0.6,60
22593,2260.2,2000,20,0.2,20,250,0.2,20
22594,2260.3,6000,60,0.6,40,300,0.6,60
22595,2260.4,2000,20,0.2,20,250,0.2,20
22596,2260.5,6000,60,0.6,40,300,0.6,60
22597,2260.6,2000,20,0.2,20,250,0.2,20
22598,2260.7,6000,60,0.6,40,300,0.6,60
22599,2260.8,2000,20,0.2,20,250,0.2,20
22600,2260.9,6000,60,0.6,40,300,0.6,60
22601,2261.0,2000,20,0.2,20,250,0.2,20
22602,2261.1,6000,60,0.6,40,300,0.6,60
22603,2261.2,2000,20,0.2,20,250,0.2,20
22604,2261.3,6000,60,0.6,40,300,0.6,60
22605,2261.4,2000,20,0.2,20,250,0.2,20
22606,2261.5,6000,60,0.6,40,300,0.6,60
22607,2261.6,2000,20,0.2,20,250,0.2,20
22608,2261.7,6000,60,0.6,40,300,0.6,60
22609,2261.8,2000,20,0.2,20,250,0.2,20
22610,2261.9,6000,60,0.6,40,300,0.6,60
22611,2262.0,2000,20,0.2,20,250,0.2,20
22612,2262.1,6000,60,0.6,40,300,0.6,60
22613,2262.2,2000,20,0.2,20,250,0.2,20
22614,2262.3,6000,60,0.6,40,300,0.6,60
22615,2262.4,2000,20,0.2,20,250,0.2,20
22616,2262.5,6000,60,0.6,40,300,0.6,60
22617,2262.6,2000,20,0.2,20,250,0.2,20
22618,2262.7,6000,60,0.6,40,300,0.6,60
22619,2262.8,2000,20,0.2,20,250,0.2,20
22620,2262.9,6000,60,0.6,40,300,0.6,60
22621,2263.0,2000,20,0.2,20,250,0.2,20
22622,2263.1,6000,60,0.6,40,300,0.6,60
22623,2263.2,2000,20,0.2,20,250,0.2,20
22624,2263.3,6000,60,0.6,40,300,0.6,60
22625,2263.4,2000,20,0.2,20,250,0.2,20
22626,2263.5,6000,60,0.6,40,300,0.6,60
22627,2263.6,2000,20,0.2,20,250,0.2,20
22628,2263.7,6000,60,0.6,40,300,0.6,60
22629,2263.8,2000,20,0.2,20,250,0.2,20
22630,2263.9,6000,60,0.6,40,300,0.6,60
22631,2264.0,2000,20,0.2,20,250,0.2,20
22632,2264.1,6000,60,0.6,40,300,0.6,60
22633,2264.2,2000,20,0.2,20,250,0.2,20
22634,2264.3,6000,60,0.6,40,300,0.6,60
22635,2264.4,2000,20,0.2,20,250,0.2,20
22636,2264.5,6000,60,0.6,40,300,0.6,60
22637,2264.6,2000,20,0.2,20,250,0.2,20
22638,2264.7,6000,60,0.6,40,300,0.6,60
22639,2264.8,2000,20,0.2,20,250,0.2,20
22640,2264.9,6000,60,0.6,40,300,0.6,60
22641,2265.0,2000,20,0.2,20,250,0.2,20
22642,2265.1,6000,60,0.6,40,300,0.6,60
22643,2265.2,2000,20,0.2,20,250,0.2,20
22644,2265.3,6000,60,0.6,40,300,0.6,60
22645,2265.4,2000,20,0.2,20,250,0.2,20
22646,2265.5,6000,60,0.6,40,300,0.6,60
22647,2265.6,2000,20,0.2,20,250,0.2,20
22648,2265.7,6000,60,0.6,40,300,0.6,60
22649,2265.8,2000,20,0.2,20,250,0.2,20
22650,2265.9,6000,60,0.6,40,300,0.6,60
22651,2266.0,2000,20,0.2,20,250,0.2,20
22652,2266.1,6000,60,0.6,40,300,0.6,60
22653,2266.2,2000,20,0.2,20,250,0.2,20
22654,2266.3,6000,60,0.6,40,300,0.6,60
22655,2266.4,2000,20,0.2,20,250,0.2,20
22656,2266.5,6000,60,0.6,40,300,0.6,60
22657,2266.6,2000,20,0.2,20,250,0.2,20
22658,2266.7,6000,60,0.6,40,300,0.6,60
22659,2266.8,2000,20,0.2,20,250,0.2,20
22660,2266.9,6000,60,0.6,40,300,0.6,60
22661,2267.0,2000,20,0.2,20,250,0.2,20
22662,2267.1,6000,60,0.6,40,300,0.6,60
22663,2267.2,2000,20,0.2,20,250,0.2,20
22664,2267.3,6000,60,0.6,40,300,0.6,60
22665,2267.4,2000,20,0.2,20,250,0.2,20
22666,2267.5,6000,60,0.6,40,300,0.6,60
22667,2267.6,2000,20,0.2,20,250,0.2,20
22668,2267.7,6000,60,0.6,40,300,0.6,60
22669,2267.8,2000,20,0.2,20,250,0.2,20
22670,2267.9,6000,60,0.6,40,300,0.6,60
22671,2268.0,2000,20,0.2,20,250,0.2,20
22672,2268.1,6000,60,0.6,40,300,0.6,60
22673,2268.2,2000,20,0.2,20,250,0.2,20
22674,2268.3,6000,60,0.6,40,300,0.6,60
22675,2268.4,2000,20,0.2,20,250,0.2,20
22676,2268.5,6000,60,0.6,40,300,0.6,60
22677,2268.6,2000,20,0.2,20,250,0.2,20
22678,2268.7,6000,60,0.6,40,300,0.6,60
22679,2268.8,2000,20,0.2,20,250,0.2,20
22680,2268.9,6000,60,0.6,40,300,0.6,60
22681,2269.0,2000,20,0.2,20,250,0.2,20
22682,2269.1,6000,60,0.6,40,300,0.6,60
22683,2269.2,2000,20,0.2,20,250,0.2,20
22684,2269.3,6000,60,0.6,40,300,0.6,60
22685,2269.4,2000,20,0.2,20,250,0.2,20
22686,2269.5,6000,60,0.6,40,300,0.6,60
22687,2269.6,2000,20,0.2,20,250,0.2,20
22688,2269.7,6000,60,0.6,40,300,0.6,60
22689,2269.8,2000,20,0.2,20,250,0.2,20
22690,2269.9,6000,60,0.6,40,300,0.6,60
22691,2270.0,2000,20,0.2,20,250,0.2,20
22692,2270.1,6000,60,0.6,40,300,0.6,60
22693,2270.2,2000,20,0.2,20,250,0.2,20
22694,2270.3,6000,60,0.6,40,300,0.6,60
22695,2270.4,2000,20,0.2,20,250,0.2,20
22696,2270.5,6000,60,0.6,40,300,0.6,60
22697,2270.6,2000,20,0.2,20,250,0.2,20
22698,2270.7,6000,60,0.6,40,300,0.6,60
22699,2270.8,2000,20,0.2,20,250,0.2,20
22700,2270.9,6000,60,0.6,40,300,0.6,60
22701,2271.0,2000,20,0.2,20,250,0.2,20
22702,2271.1,6000,60,0.6,40,300,0.6,60
22703,2271.2,2000,20,0.2,20,250,0.2,20
22704,2271.3,6000,60,0.6,40,300,0.6,60
22705,2271.4,2000,20,0.2,20,250,0.2,20
22706,2271.5,6000,60,0.6,40,300,0.6,60
22707,2271.6,2000,20,0.2,20,250,0.2,20
22708,2271.7,6000,60,0.6,40,300,0.6,60
22709,2271.8,2000,20,0.2,20,250,0.2,20
22710,2271.9,6000,60,0.6,40,300,0.6,60
22711,2272.0,2000,20,0.2,20,250,0.2,20
22712,2272.1,6000,60,0.6,40,300,0.6,60
22713,2272.2,2000,20,0.2,20,250,0.2,20
22714,2272.3,6000,60,0.6,40,300,0.6,60
22715,2272.4,2000,20,0.2,20,250,0.2,20
22716,2272.5,6000,60,0.6,40,300,0.6,60
22717,2272.6,2000,20,0.2,20,250,0.2,20
22718,2272.7,6000,60,0.6,40,300,0.6,60
22719,2272.8,2000,20,0.2,20,250,0.2,20
22720,2272.9,6000,60,0.6,40,300,0.6,60
22721,2273.0,2000,20,0.2,20,250,0.2,20
22722,2273.1,6000,60,0.6,40,300,0.6,60
22723,2273.2,2000,20,0.2,20,250,0.2,20
22724,2273.3,6000,60,0.6,40,300,0.6,60
22725,2273.4,2000,20,0.2,20,250,0.2,20
22726,2273.5,6000,60,0.6,40,300,0.6,60
22727,2273.6,2000,20,0.2,20,250,0.2,20
22728,2273.7,6000,60,0.6,40,300,0.6,60
22729,2273.8,2000,20,0.2,20,250,0.2,20
22730,2273.9,6000,60,0.6,40,300,0.6,60
22731,2274.0,2000,20,0.2,20,250,0.2,20
22732,2274.1,6000,60,0.6,40,300,0.6,60
22733,2274.2,2000,20,0.2,20,250,0.2,20
22734,2274.3,6000,60,0.6,40,300,0.6,60
22735,2274.4,2000,20,0.2,20,250,0.2,20
22736,2274.5,6000,60,0.6,40,300,0.6,60
22737,2274.6,2000,20,0.2,20,250,0.2,20
22738,2274.7,6000,60,0.6,40,300,0.6,60
22739,2274.8,2000,20,0.2,20,250,0.2,20
22740,2274.9,6000,60,0.6,40,300,0.6,60
22741,2275.0,2000,20,0.2,20,250,0.2,20
22742,2275.1,6000,60,0.6,40,300,0.6,60
22743,2275.2,2000,20,0.2,20,250,0.2,20
22744,2275.3,6000,60,0.6,40,300,0.6,60
22745,2275.4,2000,20,0.2,20,250,0.2,20
22746,2275.5,6000,60,0.6,40,300,0.6,60
22747,2275.6,2000,20,0.2,20,250,0.2,20
22748,2275.7,6000,60,0.6,40,300,0.6,60
22749,2275.8,2000,20,0.2,20,250,0.2,20
22750,2275.9,6000,60,0.6,40,300,0.6,60
22751,2276.0,2000,20,0.2,20,250,0.2,20
22752,2276.1,6000,60,0.6,40,300,0.6,60
22753,2276.2,2000,20,0.2,20,250,0.2,20
22754,2276.3,6000,60,0.6,40,300,0.6,60
22755,2276.4,2000,20,0.2,20,250,0.2,20
22756,2276.5,6000,60,0.6,40,300,0.6,60
22757,2276.6,2000,20,0.2,20,250,0.2,20
22758,2276.7,6000,60,0.6,40,300,0.6,60
22759,2276.8,2000,20,0.2,20,250,0.2,20
22760,2276.9,6000,60,0.6,40,300,0.6,60
22761,2277.0,2000,20,0.2,20,250,0.2,20
22762,2277.1,6000,60,0.6,40,300,0.6,60
22763,2277.2,2000,20,0.2,20,250,0.2,20
22764,2277.3,6000,60,0.6,40,300,0.6,60
22765,2277.4,2000,20,0.2,20,250,0.2,20
22766,2277.5,6000,60,0.6,40,300,0.6,60
22767,2277.6,2000,20,0.2,20,250,0.2,20
22768,2277.7,6000,60,0.6,40,300,0.6,60
22769,2277.8,2000,20,0.2,20,250,0.2,20
22770,2277.9,6000,60,0.6,40,300,0.6,60
22771,2278.0,2000,20,0.2,20,250,0.2,20
22772,2278.1,6000,60,0.6,40,300,0.6,60
22773,2278.2,2000,20,0.2,20,250,0.2,20
22774,2278.3,6000,60,0.6,40,300,0.6,60
22775,2278.4,2000,20,0.2,20,250,0.2,20
22776,2278.5,6000,60,0.6,40,300,0.6,60
22777,2278.6,2000,20,0.2,20,250,0.2,20
22778,2278.7,6000,60,0.6,40,300,0.6,60
22779,2278.8,2000,20,0.2,20,250,0.2,20
22780,2278.9,6000,60,0.6,40,300,0.6,60
22781,2279.0,2000,20,0.2,20,250,0.2,20
22782,2279.1,6000,60,0.6,40,300,0.6,60
22783,2279.2,2000,20,0.2,20,250,0.2,20
22784,2279.3,6000,60,0.6,40,300,0.6,60
22785,2279.4,2000,20,0.2,20,250,0.2,20
22786,2279.5,6000,60,0.6,40,300,0.6,60
22787,2279.6,2000,20,0.2,20,250,0.2,20
22788,2279.7,6000,60,0.6,40,300,0.6,60
22789,2279.8,2000,20,0.2,20,250,0.2,20
22790,2279.9,6000,60,0.6,40,300,0.6,60
22791,2280.0,2000,20,0.2,20,250,0.2,20
22792,2280.1,6000,60,0.6,40,300,0.6,60
22793,2280.2,2000,20,0.2,20,250,0.2,20
22794,2280.3,6000,60,0.6,40,300,0.6,60
22795,2280.4,2000,20,0.2,20,250,0.2,20
22796,2280.5,6000,60,0.6,40,300,0.6,60
22797,2280.6,2000,20,0.2,20,250,0.2,20
22798,2280.7,6000,60,0.6,40,300,0.6,60
22799,2280.8,2000,20,0.2,20,250,0.2,20
22800,2280.9,6000,60,0.6,40,300,0.6,60
22801,2281.0,2000,20,0.2,20,250,0.2,20
22802,2281.1,6000,60,0.6,40,300,0.6,60
22803,2281.2,2000,20,0.2,20,250,0.2,20
22804,2281.3,6000,60,0.6,40,300,0.6,60
22805,2281.4,2000,20,0.2,20,250,0.2,20
22806,2281.5,6000,60,0.6,40,300,0.6,60
22807,2281.6,2000,20,0.2,20,250,0.2,20
22808,2281.7,6000,60,0.6,40,300,0.6,60
22809,2281.8,2000,20,0.2,20,250,0.2,20
22810,2281.9,6000,60,0.6,40,300,0.6,60
22811,2282.0,2000,20,0.2,20,250,0.2,20
22812,2282.1,6000,60,0.6,40,300,0.6,60
22813,2282.2,2000,20,0.2,20,250,0.2,20
22814,2282.3,6000,60,0.6,40,300,0.6,60
22815,2282.4,2000,20,0.2,20,250,0.2,20
22816,2282.5,6000,60,0.6,40,300,0.6,60
22817,2282.6,2000,20,0.2,20,250,0.2,20
22818,2282.7,6000,60,0.6,40,300,0.6,60
22819,2282.8,2000,20,0.2,20,250,0.2,20
22820,2282.9,6000,60,0.6,40,300,0.6,60
22821,2283.0,2000,20,0.2,20,250,0.2,20
22822,2283.1,6000,60,0.6,40,300,0.6,60
22823,2283.2,2000,20,0.2,20,250,0.2,20
22824,2283.3,6000,60,0.6,40,300,0.6,60
22825,2283.4,2000,20,0.2,20,250,0.2,20
22826,2283.5,6000,60,0.6,40,300,0.6,60
22827,2283.6,2000,20,0.2,20,250,0.2,20
22828,2283.7,6000,60,0.6,40,300,0.6,60
22829,2283.8,2000,20,0.2,20,250,0.2,20
22830,2283.9,6000,60,0.6,40,300,0.6,60
22831,2284.0,2000,20,0.2,20,250,0.2,20
22832,2284.1,6000,60,0.6,40,300,0.6,60
22833,2284.2,2000,20,0.2,20,250,0.2,20
22834,2284.3,6000,60,0.6,40,300,0.6,60
22835,2284.4,2000,20,0.2,20,250,0.2,20
22836,2284.5,6000,60,0.6,40,300,0.6,60
22837,2284.6,2000,20,0.2,20,250,0.2,20
22838,2284.7,6000,60,0.6,40,300,0.6,60
22839,2284.8,2000,20,0.2,20,250,0.2,20
22840,2284.9,6000,60,0.6,40,300,0.6,60
22841,2285.0,2000,20,0.2,20,250,0.2,20
22842,2285.1,6000,60,0.6,40,300,0.6,60
22843,2285.2,2000,20,0.2,20,250,0.2,20
22844,2285.3,6000,60,0.6,40,300,0.6,60
22845,2285.4,2000,20,0.2,20,250,0.2,20
22846,2285.5,6000,60,0.6,40,300,0.6,60
22847,2285.6,2000,20,0.2,20,250,0.2,20
22848,2285.7,6000,60,0.6,40,300,0.6,60
22849,2285.8,2000,20,0.2,20,250,0.2,20
22850,2285.9,6000,60,0.6,40,300,0.6,60
22851,2286.0,2000,20,0.2,20,250,0.2,20
22852,2286.1,6000,60,0.6,40,300,0.6,60
22853,2286.2,2000,20,0.2,20,250,0.2,20
22854,2286.3,6000,60,0.6,40,300,0.6,60
22855,2286.4,2000,20,0.2,20,250,0.2,20
22856,2286.5,6000,60,0.6,40,300,0.6,60
22857,2286.6,2000,20,0.2,20,250,0.2,20
22858,2286.7,6000,60,0.6,40,300,0.6,60
22859,2286.8,2000,20,0.2,20,250,0.2,20
22860,2286.9,6000,60,0.6,40,300,0.6,60
22861,2287.0,2000,20,0.2,20,250,0.2,20
22862,2287.1,6000,60,0.6,40,300,0.6,60
22863,2287.2,2000,20,0.2,20,250,0.2,20
22864,2287.3,6000,60,0.6,40,300,0.6,60
22865,2287.4,2000,20,0.2,20,250,0.2,20
22866,2287.5,6000,60,0.6,40,300,0.6,60
22867,2287.6,2000,20,0.2,20,250,0.2,20
22868,2287.7,6000,60,0.6,40,300,0.6,60
22869,2287.8,2000,20,0.2,20,250,0.2,20
22870,2287.9,6000,60,0.6,40,300,0.6,60
22871,2288.0,2000,20,0.2,20,250,0.2,20
22872,2288.1,6000,60,0.6,40,300,0.6,60
22873,2288.2,2000,20,0.2,20,250,0.2,20
22874,2288.3,6000,60,0.6,40,300,0.6,60
22875,2288.4,2000,20,0.2,20,250,0.2,20
22876,2288.5,6000,60,0.6,40,300,0.6,60
22877,2288.6,2000,20,0.2,20,250,0.2,20
22878,2288.7,6000,60,0.6,40,300,0.6,60
22879,2288.8,2000,20,0.2,20,250,0.2,20
22880,2288.9,6000,60,0.6,40,300,0.6,60
22881,2289.0,2000,20,0.2,20,250,0.2,20
22882,2289.1,6000,60,0.6,40,300,0.6,60
22883,2289.2,2000,20,0.2,20,250,0.2,20
22884,2289.3,6000,60,0.6,40,300,0.6,60
22885,2289.4,2000,20,0.2,20,250,0.2,20
22886,2289.5,6000,60,0.6,40,300,0.6,60
22887,2289.6,2000,20,0.2,20,250,0.2,20
22888,2289.7,6000,60,0.6,40,300,0.6,60
22889,2289.8,2000,20,0.2,20,250,0.2,20
22890,2289.9,6000,60,0.6,40,300,0.6,60
22891,2290.0,2000,20,0.2,20,250,0.2,20
22892,2290.1,6000,60,0.6,40,300,0.6,60
22893,2290.2,2000,20,0.2,20,250,0.2,20
22894,2290.3,6000,60,0.6,40,300,0.6,60
22895,2290.4,2000,20,0.2,20,250,0.2,20
22896,2290.5,6000,60,0.6,40,300,0.6,60
22897,2290.6,2000,20,0.2,20,250,0.2,20
22898,2290.7,6000,60,0.6,40,300,0.6,60
22899,2290.8,2000,20,0.2,20,250,0.2,20
22900,2290.9,6000,60,0.6,40,300,0.6,60
22901,2291.0,2000,20,0.2,20,250,0.2,20
22902,2291.1,6000,60,0.6,40,300,0.6,60
22903,2291.2,2000,20,0.2,20,250,0.2,20
22904,2291.3,6000,60,0.6,40,300,0.6,60
22905,2291.4,2000,20,0.2,20,250,0.2,20
22906,2291.5,6000,60,0.6,40,300,0.6,60
22907,2291.6,2000,20,0.2,20,250,0.2,20
22908,2291.7,6000,60,0.6,40,300,0.6,60
22909,2291.8,2000,20,0.2,20,250,0.2,20
22910,2291.9,6000,60,0.6,40,300,0.6,60
22911,2292.0,2000,20,0.2,20,250,0.2,20
22912,2292.1,6000,60,0.6,40,300,0.6,60
22913,2292.2,2000,20,0.2,20,250,0.2,20
22914,2292.3,6000,60,0.6,40,300,0.6,60
22915,2292.4,2000,20,0.2,20,250,0.2,20
22916,2292.5,6000,60,0.6,40,300,0.6,60
22917,2292.6,2000,20,0.2,20,250,0.2,20
22918,2292.7,6000,60,0.6,40,300,0.6,60
22919,2292.8,2000,20,0.2,20,250,0.2,20
22920,2292.9,6000,60,0.6,40,300,0.6,60
22921,2293.0,2000,20,0.2,20,250,0.2,20
22922,2293.1,6000,60,0.6,40,300,0.6,60
22923,2293.2,2000,20,0.2,20,250,0.2,20
22924,2293.3,6000,60,0.6,40,300,0.6,60
22925,2293.4,2000,20,0.2,20,250,0.2,20
22926,2293.5,6000,60,0.6,40,300,0.6,60
22927,2293.6,2000,20,0.2,20,250,0.2,20
22928,2293.7,6000,60,0.6,40,300,0.6,60
22929,2293.8,2000,20,0.2,20,250,0.2,20
22930,2293.9,6000,60,0.6,40,300,0.6,60
22931,2294.0,2000,20,0.2,20,250,0.2,20
22932,2294.1,6000,60,0.6,40,300,0.6,60
22933,2294.2,2000,20,0.2,20,250,0.2,20
22934,2294.3,6000,60,0.6,40,300,0.6,60
22935,2294.4,2000,20,0.2,20,250,0.2,20
22936,2294.5,6000,60,0.6,40,300,0.6,60
22937,2294.6,2000,20,0.2,20,250,0.2,20
22938,2294.7,6000,60,0.6,40,300,0.6,60
22939,2294.8,2000,20,0.2,20,250,0.2,20
22940,2294.9,6000,60,0.6,40,300,0.6,60
22941,2295.0,2000,20,0.2,20,250,0.2,20
22942,2295.1,6000,60,0.6,40,300,0.6,60
22943,2295.2,2000,20,0.2,20,250,0.2,20
22944,2295.3,6000,60,0.6,40,300,0.6,60
22945,2295.4,2000,20,0.2,20,250,0.2,20
22946,2295.5,6000,60,0.6,40,300,0.6,60
22947,2295.6,2000,20,0.2,20,250,0.2,20
22948,2295.7,6000,60,0.6,40,300,0.6,60
22949,2295.8,2000,20,0.2,20,250,0.2,20
22950,2295.9,6000,60,0.6,40,300,0.6,60
22951,2296.0,2000,20,0.2,20,250,0.2,20
22952,2296.1,6000,60,0.6,40,300,0.6,60
22953,2296.2,2000,20,0.2,20,250,0.2,20
22954,2296.3,6000,60,0.6,40,300,0.6,60
22955,2296.4,2000,20,0.2,20,250,0.2,20
22956,2296.5,6000,60,0.6,40,300,0.6,60
22957,2296.6,2000,20,0.2,20,250,0.2,20
22958,2296.7,6000,60,0.6,40,300,0.6,60
22959,2296.8,2000,20,0.2,20,250,0.2,20
22960,2296.9,6000,60,0.6,40,300,0.6,60
22961,2297.0,2000,20,0.2,20,250,0.2,20
22962,2297.1,6000,60,0.6,40,300,0.6,60
22963,2297.2,2000,20,0.2,20,250,0.2,20
22964,2297.3,6000,60,0.6,40,300,0.6,60
22965,2297.4,2000,20,0.2,20,250,0.2,20
22966,2297.5,6000,60,0.6,40,300,0.6,60
22967,2297.6,2000,20,0.2,20,250,0.2,20
22968,2297.7,6000,60,0.6,40,300,0.6,60
22969,2297.8,2000,20,0.2,20,250,0.2,20
22970,2297.9,6000,60,0.6,40,300,0.6,60
22971,2298.0,2000,20,0.2,20,250,0.2,20
22972,2298.1,6000,60,0.6,40,300,0.6,60
22973,2298.2,2000,20,0.2,20,250,0.2,20
22974,2298.3,6000,60,0.6,40,300,0.6,60
22975,2298.4,2000,20,0.2,20,250,0.2,20
22976,2298.5,6000,60,0.6,40,300,0.6,60
22977,2298.6,2000,20,0.2,20,250,0.2,20
22978,2298.7,6000,60,0.6,40,300,0.6,60
22979,2298.8,2000,20,0.2,20,250,0.2,20
22980,2298.9,6000,60,0.6,40,300,0.6,60
22981,2299.0,2000,20,0.2,20,250,0.2,20
22982,2299.1,6000,60,0.6,40,300,0.6,60
22983,2299.2,2000,20,0.2,20,250,0.2,20
22984,2299.3,6000,60,0.6,40,300,0.6,60
22985,2299.4,2000,20,0.2,20,250,0.2,20
22986,2299.5,6000,60,0.6,40,300,0.6,60
22987,2299.6,2000,20,0.2,20,250,0.2,20
22988,2299.7,6000,60,0.6,40,300,0.6,60
22989,2299.8,2000,20,0.2,20,250,0.2,20
22990,2299.9,6000,60,0.6,40,300,0.6,60
22991,2300.0,2000,20,0.2,20,250,0.2,20
22992,2300.1,6000,60,0.6,40,300,0.6,60
22993,2300.2,2000,20,0.2,20,250,0.2,20
22994,2300.3,6000,60,0.6,40,300,0.6,60
22995,2300.4,2000,20,0.2,20,250,0.2,20
22996,2300.5,6000,60,0.6,40,300,0.6,60
22997,2300.6,2000,20,0.2,20,250,0.2,20
22998,2300.7,6000,60,0.6,40,300,0.6,60
22999,2300.8,2000,20,0.2,20,250,0.2,20
23000,2300.9,6000,60,0.6,40,300,0.6,60
23001,2301.0,2000,20,0.2,20,250,0.2,20
23002,2301.1,6000,60,0.6,40,300,0.6,60
23003,2301.2,2000,20,0.2,20,250,0.2,20
23004,2301.3,6000,60,0.6,40,300,0.6,60
23005,2301.4,2000,20,0.2,20,250,0.2,20
23006,2301.5,6000,60,0.6,40,300,0.6,60
23007,2301.6,2000,20,0.2,20,250,0.2,20
23008,2301.7,6000,60,0.6,40,300,0.6,60
23009,2301.8,2000,20,0.2,20,250,0.2,20
23010,2301.9,6000,60,0.6,40,300,0.6,60
23011,2302.0,2000,20,0.2,20,250,0.2,20
23012,2302.1,6000,60,0.6,40,300,0.6,60
23013,2302.2,2000,20,0.2,20,250,0.2,20
23014,2302.3,6000,60,0.6,40,300,0.6,60
23015,2302.4,2000,20,0.2,20,250,0.2,20
23016,2302.5,6000,60,0.6,40,300,0.6,60
23017,2302.6,2000,20,0.2,20,250,0.2,20
23018,2302.7,6000,60,0.6,40,300,0.6,60
23019,2302.8,2000,20,0.2,20,250,0.2,20
23020,2302.9,6000,60,0.6,40,300,0.6,60
23021,2303.0,2000,20,0.2,20,250,0.2,20
23022,2303.1,6000,60,0.6,40,300,0.6,60
23023,2303.2,2000,20,0.2,20,250,0.2,20
